"files","shape"
"images/811.jpg",0
"images/832.jpg",0
"images/863.jpg",3
"images/882.jpg",0
"images/888.jpg",0
"images/889.jpg",3
"images/9_5.JPG",0
"images/BarPhotos_2013_Site3_Frame2_crop.JPG",2
"images/Barthol_Rotalgen_mak.JPG",2
"images/bed1.JPG",2
"images/bed2.JPG",2
"images/bed3.JPG",2
"images/bed4.JPG",3
"images/bed5.JPG",2
"images/bed6.JPG",2
"images/Cal_01.tif",0
"images/Cal_05.tif",0
"images/Cal_06.tif",0
"images/Cal_08.tif",2
"images/Cal_09.tif",2
"images/Cal_10.tif",0
"images/Cal_11.tif",0
"images/Cal_12.tif",0
"images/Cal_13.tif",0
"images/Cal_15.tif",2
"images/Cal_16.tif",3
"images/Cal_17.tif",0
"images/Cal_18.tif",0
"images/Cal_19.tif",0
"images/Cal_20.tif",3
"images/Cal_23.tif",0
"images/Cal_24.tif",3
"images/Cal_27.tif",3
"images/Cal_28.tif",0
"images/Cal_29.tif",2
"images/Cal_30.tif",2
"images/CIMG0406_makro.JPG",2
"images/close-up_PfeifferStateBeach.jpg",1
"images/cs__(1).jpg",0
"images/cs__(10).jpg",0
"images/cs__(11).jpg",0
"images/cs__(12).jpg",0
"images/cs__(13).jpg",0
"images/cs__(14).jpg",0
"images/cs__(15).jpg",0
"images/cs__(2).jpg",0
"images/cs__(3).jpg",0
"images/cs__(4).jpg",0
"images/cs__(5).jpg",0
"images/cs__(6).jpg",0
"images/cs__(7).jpg",0
"images/cs__(9).jpg",0
"images/CurtainCreekmakro.jpg",0
"images/DGS_Feather_DGS_Patch_001.JPG",0
"images/im.png",0
"images/Image_4766.JPG_crop.tif",1
"images/Image_4767.JPG_crop.tif",1
"images/IMG_0053_ccgp_006_ns_Cropped.tif",3
"images/IMG_0053_ccgp_006_ns_Cropped.tif",3
"images/IMG_0059_ccgp_009_ns_Cropped.tif",0
"images/IMG_0059_ccgp_009_ns_Cropped.tif",0
"images/IMG_0061_ccgp_010_ns_Cropped.tif",3
"images/IMG_0114_ccgp_285_ws_Cropped.tif",1
"images/IMG_0114_ccgp_285_ws_Cropped.tif",1
"images/IMG_0202.JPG",2
"images/IMG_0203.JPG",2
"images/IMG_0204.JPG",2
"images/IMG_0205.JPG",2
"images/IMG_0207.JPG",2
"images/IMG_0208.JPG",1
"images/IMG_0209.JPG",2
"images/IMG_0210.JPG",1
"images/IMG_0212.JPG",1
"images/IMG_0213.JPG",1
"images/IMG_0214.JPG",1
"images/IMG_0215.JPG",1
"images/IMG_0217.JPG",1
"images/IMG_0218.JPG",1
"images/IMG_0219.JPG",1
"images/IMG_0220.JPG",1
"images/IMG_0222.JPG",1
"images/IMG_0223.JPG",1
"images/IMG_0224.JPG",1
"images/IMG_0225.JPG",1
"images/IMG_0228.JPG",1
"images/IMG_0229.JPG",1
"images/IMG_0230.JPG",1
"images/IMG_0231.JPG",1
"images/IMG_0242.JPG",1
"images/IMG_0243.JPG",1
"images/IMG_0244.JPG",1
"images/IMG_0246.JPG",1
"images/IMG_0247.JPG",1
"images/IMG_0248.JPG",1
"images/IMG_0249.JPG",1
"images/IMG_0251.JPG",1
"images/IMG_0252.JPG",1
"images/IMG_0253.JPG",1
"images/IMG_0254.JPG",1
"images/IMG_1575_250microns.JPG",1
"images/IMG_1576_250microns.JPG",1
"images/IMG_1577_250microns.JPG",1
"images/IMG_1578_355microns.JPG",0
"images/IMG_1579_355microns.JPG",1
"images/IMG_1580_355microns.JPG",1
"images/IMG_1581_500microns.JPG",0
"images/IMG_1582_500microns.JPG",0
"images/IMG_1583_500microns.JPG",0
"images/IMG_1584_710microns.JPG",1
"images/IMG_1585_710microns.JPG",1
"images/IMG_1586_710microns.JPG",1
"images/IMG_1587_1000microns.JPG",3
"images/IMG_1588_1000microns.JPG",1
"images/IMG_1589_1000microns.JPG",1
"images/IMG_1590_1400microns.JPG",0
"images/IMG_1591_1400microns.JPG",0
"images/IMG_1592_1400microns.JPG",2
"images/IMG_1695_ccgp_261_ns_Cropped.tif",2
"images/IMG_1697_ccgp_248_ns_Cropped.tif",2
"images/IMG_1715_ccgp_249_ns_Cropped.tif",2
"images/IMG_1717_ccgp_262_ns_Cropped.tif",2
"images/IMG_1861_ccgp_221_ns_Cropped.tif",2
"images/IMG_1867_ccgp_234_ns_Cropped.tif",2
"images/IMG_20161115_164442_cropped.jpg",3
"images/IMG_20161115_164442_cropped.jpg",3
"images/IMG_20161215_120706_cropped.jpg",2
"images/IMG_9335.JPG",0
"images/IMG_9345.JPG",0
"images/IMG_9348.JPG",1
"images/IMG_9353.JPG",0
"images/IMG_9354.JPG",0
"images/IMG_9394.JPG",1
"images/IMG_9395.JPG",1
"images/IMG_9396.JPG",3
"images/IMG0310.JPG",2
"images/IMG0311.JPG",2
"images/IMG0312.JPG",2
"images/IMG0331.JPG",2
"images/IMG0332.JPG",2
"images/IMG0333.JPG",2
"images/IMG0334.JPG",2
"images/IMG0335.JPG",0
"images/IMG0340.JPG",2
"images/IMG0341.JPG",2
"images/IMG0342.JPG",2
"images/IMGP3459_80c.JPG",2
"images/IMGP6217.JPG",0
"images/Kelso_makro_sm.jpg",2
"images/Maite_makro.jpg",2
"images/makro.png",3
"images/mar10_site1_image_5.jpg",2
"images/mar10_site1_image_9.jpg",2
"images/mar10_site3_image_3.jpg",3
"images/mar12_site1__image_1.jpg",1
"images/mar12_site1_image_1.jpg",1
"images/mar12_site4_image_33.jpg",2
"images/P.jpg",2
"images/P1020792b.jpg",0
"images/P20_DSC_4884.jpg",0
"images/P21_DSC_4888.jpg",0
"images/P24_DSC_4900.jpg",0
"images/P25_DSC_4904.jpg",0
"images/P26_DSC_4910.jpg",0
"images/P27_DSC_4913.jpg",0
"images/P28_DSC_4917.jpg",0
"images/P34_DSC_4952.jpg",3
"images/P35_DSC_4957.jpg",1
"images/P36_DSC_4963.jpg",1
"images/P4040037.JPG",3
"images/SDFGT.jpg",2
"images/B11_H1-30_1x.jpg",2
"images/B11_H1-30_2x.jpg",2
"images/seriesC2_endrun_16.JPG",2
"images/seriesC2_endrun_17.JPG",0
"images/seriesC2_endrun_18.JPG",0
"images/seriesC2_endrun_19.JPG",0
"images/seriesC2_endrun_20.JPG",3
"images/seriesC2_endrun_21.JPG",0
"images/South-Point-HI_mak.JPG",0
"images/tram4-p2.jpg",1
"images/tram4-p2b.jpg",1
"images/tram4-p3.jpg",1
"images/tram4-p3b.jpg",1
"images/um125_179_1.jpg",1
"images/um180_299_2.jpg",1
"images/um300_424_1.jpg",1
"images/um32_64_1.jpg",1
"images/um425_599_4.jpg",1
"images/um65_89_1.jpg",1
"images/um90_124_1.jpg",1
